Date,Open,High,Low,Close,Volume
1/2/2024,2060.47,2061.92,2024.14,2030.1,"4,044,659,922.73"
1/1/2024,2072.45,2096.44,2056.87,2060.15,"4,483,982,461.34"
12/28/2023,2072.09,2085.36,2059.49,2068.9,"4,290,932,297.60"
12/27/2023,2089.89,2109.35,2055.35,2070.84,"5,248,782,611.37"
12/24/2023,2113.69,2132.63,2082.93,2088.07,"7,111,733,829.80"
12/21/2023,2148.16,2154.51,2102.79,2109.1,"6,274,324,811.90"
12/20/2023,2113.94,2150.98,2110.76,2141.87,"7,009,575,176.13"
12/19/2023,2065.06,2107.32,2053.27,2106.48,"5,984,699,175.73"
12/18/2023,2025.73,2070.59,2025.68,2060.49,"6,868,177,565.83"
12/17/2023,1986.06,2022.82,1951.02,2022.35,"5,157,846,979.05"
12/14/2023,1989.53,1997.12,1973.42,1994.6,"3,151,635,750.12"
12/13/2023,1990.36,2017.22,1976.04,1988.04,"3,909,198,570.27"
12/12/2023,1952.19,1990.39,1940.15,1985.44,"4,309,019,196.26"
12/11/2023,1989.54,1989.71,1928.76,1948.57,"4,842,774,386.84"
12/10/2023,1866.12,1963.98,1866.12,1963.98,"482,482,239.14"
12/7/2023,1840.42,1861.22,1834.64,1852.77,"2,799,146,433.95"
12/6/2023,1837.24,1841.8,1830.31,1841.04,"1,141,812,382.78"
12/5/2023,1849.01,1857.35,1833.02,1837.71,"1,544,935,438.34"
12/4/2023,1848.71,1859.32,1843.37,1847.81,"1,197,257,894.69"
12/3/2023,1858.47,1861.67,1837.85,1851.23,"964,010,431.27"
11/30/2023,1874.24,1876.4,1851.32,1858.53,"1,323,519,357.21"
11/29/2023,1894.79,1907.07,1871.93,1876.6,"1,014,195,575.01"
11/29/2023,1901.75,1906.72,1872.05,1874.79,"3,312,197.00"
11/28/2023,1896.4,1902.63,1885.23,1894.53,"1,280,228,971.86"
11/27/2023,1909.97,1926.52,1889.71,1896.67,"1,754,750,755.82"
11/26/2023,1859.24,1908.19,1852.67,1907.95,"2,011,763,358.52"
11/23/2023,1847.69,1864.59,1826.49,1860.2,"1,348,347,430.30"
11/22/2023,1830.11,1850.54,1816.4,1850.33,"1,087,098,495.59"
11/21/2023,1853.17,1853.87,1821.38,1829.65,"950,479,583.91"
11/20/2023,1852.29,1873.34,1846.52,1853.48,"1,099,318,029.70"
11/9/2023,1864.4,1866.93,1847.85,1852.08,"836,005,656.08"
11/8/2023,1858.11,1869.01,1851.19,1863.94,"782,743,264.94"
11/7/2023,1848.06,1864.85,1847.1,1858.76,"996,586,291.90"
11/6/2023,1826.68,1850.58,1824.56,1847.54,"938,929,040.59"
11/5/2023,1846.75,1846.77,1817.76,1826.23,"972,367,278.92"
11/2/2023,1858.27,1859.48,1842.73,1847.7,"964,477,711.41"
11/1/2023,1864.19,1872.19,1853.49,1858.56,"812,089,291.31"
10/31/2023,1878.29,1878.98,1860.47,1864.4,"571,483,276.48"
10/30/2023,1876.47,1878.83,1856.9,1878.7,"694,222,217.37"
10/29/2023,1903.59,1903.91,1867.09,1875.65,"742,925,392.56"
10/19/2023,1908.66,1915.98,1893.94,1903.84,"970,612,892.03"
10/18/2023,1864.28,1908.4,1864.25,1907.89,"934,894,218.15"
10/17/2023,1851.18,1884.67,1851.03,1864.62,"1,008,437,860.61"
10/16/2023,1874.13,1876.62,1846.79,1851.43,"1,253,291,070.96"
10/12/2023,1896.18,1897.6,1870.19,1874.6,"1,700,129,815.00"
10/11/2023,1890.04,1905.05,1884.4,1894.76,"1,088,547,980.13"
10/10/2023,1908.29,1913.58,1885.37,1889.59,"1,283,182,145.32"
10/9/2023,1919.97,1926.72,1902.87,1908.66,"1,170,172,722.08"
10/8/2023,1963.8,1964.02,1917.69,1921.24,"1,801,766,294.08"
10/5/2023,1967.58,1970.15,1954.02,1956.92,"1,106,519,418.20"
10/4/2023,1958.87,1976.19,1957.23,1967.97,"1,189,931,385.37"
10/3/2023,1977.83,1978.27,1954.13,1958.72,"1,199,101,324.81"
10/2/2023,1970.28,1982.51,1954.35,1976.29,"1,737,314,092.32"
10/1/2023,2004.58,2005.32,1964.44,1971.1,"1,830,486,743.11"
9/27/2023,2023.52,2027.19,1993.46,2004.3,"1,814,359,022.20"
9/26/2023,2006.64,2030.51,2005.42,2022.91,"2,093,809,518.54"
9/25/2023,2012.21,2015.56,1999.62,2004.45,"1,565,573,471.78"
9/24/2023,2029.42,2037.02,2003.83,2010.35,"2,326,895,206.99"
9/21/2023,1988.71,2040.28,1988.67,2029.78,"3,293,921,368.32"
9/19/2023,1970.42,1986.72,1960.62,1985.43,"1,176,680,757.50"
9/18/2023,1965.45,1974.98,1952.88,1969.18,"870,444,156.82"
9/17/2023,2009.99,2010.86,1961.05,1964.91,"2,028,465,610.94"
9/13/2023,1967.26,2007.48,1967.25,2007.06,"1,495,521,905.77"
9/12/2023,1987.17,1998.54,1962.71,1967.57,"1,135,057,515.51"
9/11/2023,1942.98,1986.99,1941.86,1986.99,"1,518,343,397.24"
9/10/2023,1933.25,1946.75,1933.06,1942.68,"1,072,212,418.60"
9/7/2023,1960.72,1960.78,1929.66,1932.45,"1,150,920,607.60"
9/5/2023,1966.8,1974.11,1954.19,1961.37,"796,870,408.05"
9/4/2023,1960.79,1977.96,1946.62,1967.83,"1,099,139,697.16"
9/3/2023,1990.82,1991.11,1958.83,1960.78,"1,186,618,410.87"
8/30/2023,1994.63,2001.72,1985.1,1990.59,"1,130,008,041.15"
8/29/2023,1999.01,2002.81,1988.51,1993.42,"865,120,452.40"
8/28/2023,1994.03,2009.7,1989.37,1998.48,"988,628,562.24"
8/27/2023,2014.21,2016.11,1989.22,1993.38,"1,262,767,876.55"
8/24/2023,2045.86,2052.2,2009.09,2013.93,"1,550,582,685.37"
8/23/2023,2016.8,2048.26,2015.8,2045.45,"1,510,488,984.60"
8/22/2023,1998.14,2016.18,1990.29,2015.98,"1,332,564,769.51"
8/21/2023,2012.46,2019.51,1991.81,1998.28,"1,408,981,601.68"
8/20/2023,2033.2,2034.88,2008.03,2011.14,"1,447,408,942.67"
8/17/2023,2025.98,2043.01,2025.4,2033.13,"1,541,367,398.79"
8/16/2023,2044.05,2044.05,2014,2025.12,"1,679,980,623.09"
8/15/2023,2077.03,2078.76,2041.12,2045.44,"2,157,312,369.51"
8/14/2023,2079.25,2094.04,2073.49,2077.24,"2,091,390,638.30"
8/13/2023,2065.4,2087.93,2057.7,2080.86,"3,018,460,512.26"
8/10/2023,2058.96,2080.81,2045.98,2066.05,"2,156,583,945.68"
8/9/2023,2018.72,2061.08,2000.23,2060.91,"1,888,326,469.62"
8/8/2023,2047.72,2055.31,2013.37,2019.85,"1,737,014,499.56"
8/7/2023,2051.57,2069.73,2030.19,2048.26,"2,333,573,297.98"
8/6/2023,2095.43,2101.9,2041.69,2051.47,"2,687,148,234.55"
8/3/2023,2088.56,2109.29,2083.92,2089.84,"1,781,941,701.81"
8/2/2023,2078.6,2086.84,2062,2086.84,"1,812,473,856.13"
8/1/2023,2106.06,2124.32,2070.33,2077.58,"1,924,434,899.90"
7/31/2023,2097.85,2126.57,2094.06,2106.18,"1,858,002,175.73"
7/30/2023,2126.85,2138.67,2091.5,2100.34,"2,502,886,527.87"
7/27/2023,2155.49,2165.97,2124.32,2126.48,"2,425,780,564.10"
7/26/2023,2168.46,2186.49,2152.54,2156.2,"2,432,508,769.57"
7/25/2023,2202.99,2206.46,2162.55,2164.31,"2,910,732,418.71"
7/24/2023,2227.21,2244.13,2194.16,2200.5,"4,737,608,810.44"
7/23/2023,2166.47,2228.74,2166.44,2227.16,"4,375,196,232.80"
7/20/2023,2165.7,2179.72,2152.82,2163.92,"3,052,410,659.63"
7/19/2023,2154.02,2174.63,2141.82,2165.24,"3,348,679,900.45"
7/18/2023,2147.69,2171.13,2146.52,2154.07,"3,548,829,029.13"
7/17/2023,2097.99,2144.6,2089.16,2144.16,"2,560,191,288.71"
7/16/2023,2085.68,2105.67,2079.18,2097.09,"2,376,427,573.77"
7/13/2023,2095.72,2121.83,2080.42,2084.93,"3,390,660,605.31"
7/12/2023,2072.24,2099.71,2072.24,2097.55,"3,187,695,774.34"
7/11/2023,2078.25,2084.92,2064.52,2072.24,"2,859,490,490.47"
7/10/2023,2081.75,2102.09,2067.85,2076.96,"3,797,986,583.25"
7/9/2023,2050.36,2085.23,2049.69,2077.76,"3,042,543,961.01"
7/6/2023,2050.28,2064.57,2033.43,2049.38,"3,077,498,315.30"
7/5/2023,2090.38,2101.59,2046.55,2049.44,"3,073,992,136.78"
7/4/2023,2079.42,2104.38,2067.22,2088.7,"2,576,140,128.50"
7/3/2023,2096.72,2113.74,2069.6,2075.97,"4,051,078,375.44"
7/2/2023,2154.8,2160.24,2094.07,2097.29,"5,081,976,179.39"
6/28/2023,2193.51,2205.97,2146.06,2150.99,"5,972,286,481.45"
6/27/2023,2132.61,2186.68,2132.48,2186.36,"5,476,287,740.48"
6/26/2023,2124.01,2154.86,2120.42,2129.42,"5,312,422,087.27"
6/25/2023,2057.37,2119.8,2057.37,2117.73,"6,490,412,665.89"
6/22/2023,2054.62,2074.38,2042.28,2055.53,"3,444,862,501.60"
6/21/2023,2067.21,2082.97,2043.84,2050.78,"3,496,822,260.78"
6/20/2023,2093.56,2117.3,2057.03,2064.83,"4,110,606,953.97"
6/19/2023,2097.53,2107.6,2075.21,2091.39,"4,740,608,880.28"
6/18/2023,2045.06,2094.33,2037.9,2094.33,"4,869,184,016.02"
6/15/2023,2040.58,2050.03,2017.7,2042.07,"3,162,810,843.58"
6/14/2023,2020.15,2067.1,2015.19,2037.06,"5,017,807,682.80"
6/13/2023,1989.43,2034.8,1977.52,2020.64,"4,126,695,943.97"
6/12/2023,1984.3638,2003.25,1972,1987.87,"2,886,509,415.69"
6/11/2023,1941.52,1983.98,1941.24,1980.09,"3,454,344,563.91"
6/8/2023,1933.4,1947.45,1920.65,1939.61,"2,305,888,931.72"
6/7/2023,1929.16,1950.81,1928.13,1932.33,"2,368,815,635.92"
6/6/2023,1902.75,1927.66,1893.61,1927.65,"1,981,012,701.99"
6/5/2023,1922.13,1935.8,1899.54,1901.99,"1,973,491,107.31"
6/4/2023,1866.35,1925.11,1865.73,1919.37,"1,656,340,391.57"
6/1/2023,1850.79,1877,1837.24,1866.34,"1,654,648,922.34"
5/31/2023,1884.49,1893.84,1844.32,1849.79,"2,315,169,571.94"
5/30/2023,1944.03,1944.06,1884.91,1888.61,"2,341,777,844.61"
5/28/2023,1960.95,1977.57,1938.12,1941.74,"2,639,659,499.70"
5/24/2023,1943.81,1962.66,1928.16,1959.12,"1,873,018,024.09"
5/23/2023,1891.37,1942.64,1891.37,1942.63,"2,200,023,945.87"
5/22/2023,1883.45,1898.91,1866.08,1891.31,"1,278,704,726.38"
5/21/2023,1878.68,1903.06,1874.4,1883.2,"1,600,492,731.53"
5/18/2023,1846.69,1883.2,1844.5,1877.32,"1,474,765,388.21"
5/17/2023,1821.54,1846.72,1821.02,1845.01,"857,624,318.46"
5/16/2023,1817.87,1827.77,1810.1,1821.6,"640,117,260.52"
5/15/2023,1821.81,1826.65,1807.53,1818.31,"724,969,980.40"
5/14/2023,1840.82,1849.56,1818.08,1821.64,"900,563,856.25"
5/11/2023,1840.05,1843.44,1831.2,1838.59,"578,841,593.52"
5/10/2023,1845.64,1852.05,1835.61,1841.93,"589,100,077.12"
5/9/2023,1831.64,1856.07,1828.99,1844.36,"774,760,647.07"
5/8/2023,1850.73,1854.21,1825.61,1833.69,"824,217,001.85"
5/7/2023,1870.41,1872.22,1848.8,1850.61,"608,135,094.13"
5/4/2023,1856.97,1875.26,1846.67,1869.73,"732,689,811.89"
5/3/2023,1866.6846,1868.35,1852.35,1857.23,"620,266,016.88"
5/2/2023,1871.63,1878.96,1860.43,1866.4,"692,271,755.19"
4/30/2023,1889.41,1890.34,1867.73,1870.65,"954,322,377.94"
4/27/2023,1892.94,1895.17,1880.25,1889.73,"739,650,247.50"
4/26/2023,1907.54,1913.28,1888.89,1892,"847,028,219.41"
4/25/2023,1887.3,1905.73,1885.17,1905.68,"885,578,270.76"
4/24/2023,1885.77,1891.87,1875.14,1888.32,"751,330,393.70"
4/23/2023,1904.94,1906.66,1881.15,1885.6,"828,534,036.34"
4/20/2023,1918.49,1928.76,1902.15,1904.4,"983,367,311.00"
4/19/2023,1903.36,1924.4,1903.28,1920.12,"872,141,116.12"
4/18/2023,1905.96,1911.51,1892.82,1904.98,"870,448,151.88"
4/17/2023,1931.84,1937.65,1904.39,1908.04,"920,078,571.12"
4/16/2023,1934.51,1945.05,1918.52,1931.68,"974,599,061.51"
4/13/2023,1973.09,1981.87,1928.93,1934.47,"1,653,334,665.77"
4/12/2023,1871.46,1963.89,1871.46,1963.55,"1,976,076,732.34"
4/11/2023,1845.65,1872.11,1844.41,1871.33,"945,249,179.36"
4/10/2023,1837.65,1851.49,1833.08,1844.02,"911,976,049.12"
4/9/2023,1867.47,1869.43,1833.68,1838.48,"1,159,448,411.72"
4/6/2023,1875.88,1889.07,1863.66,1866.79,"920,686,094.33"
4/5/2023,1866.83,1878.77,1857.54,1875.07,"816,046,790.00"
4/4/2023,1872.65,1880.46,1856.35,1866.68,"917,610,296.04"
4/3/2023,1888.61,1892.03,1865.96,1871.88,"920,249,011.54"
4/2/2023,1910.49,1928.66,1883.2,1888.55,"1,207,122,600.13"
3/30/2023,1920.01,1932.68,1905.12,1908.55,"899,532,139.40"
3/29/2023,1920.09,1922.04,1901.62,1919.42,"816,219,129.76"
3/28/2023,1910.35,1936.48,1906.4,1918.1,"1,443,713,878.31"
3/27/2023,1885.65,1907.04,1864.91,1906,"1,382,767,991.84"
3/26/2023,1915.32,1915.41,1881.07,1888.27,"1,289,371,531.03"
3/23/2023,1933.11,1933.56,1905.96,1915.14,"1,413,172,802.50"
3/22/2023,1952.19,1962.94,1929.49,1933.29,"1,333,719,929.67"
3/20/2023,1926.28,1949.17,1925.41,1949.06,"1,298,583,988.29"
3/19/2023,1933.23,1939.43,1922.22,1926.4,"1,069,804,825.13"
3/16/2023,1938.62,1946.77,1919.93,1933.31,"1,141,455,062.50"
3/15/2023,1953.96,1956.37,1926.57,1938.62,"1,202,141,882.65"
3/14/2023,1950.41,1965.19,1939.32,1953.06,"1,135,925,357.91"
3/13/2023,1975.43,1977.52,1944.42,1951.21,"1,162,503,515.16"
3/12/2023,2008.26,2017.3,1970.67,1975.89,"1,666,931,510.75"
3/9/2023,1955.57,2002.99,1955.55,2002.7,"1,565,558,802.91"
3/7/2023,1937.43,1964.08,1937.43,1952.66,"1,204,409,411.62"
3/5/2023,1967.4925,1975.93,1935.21,1938.25,"1,392,354,893.48"
3/2/2023,1995.3373,1996.4712,1966.9105,1967.4503,"28,656,085.50"
3/1/2023,2020.72,2024.7,1994.46,1995.49,"1,288,363,424.63"
2/28/2023,2024.82,2033.7,2013.25,2019.93,"1,387,865,515.75"
2/27/2023,2029.23,2043.99,1990.27,2023.54,"1,893,736,365.84"
2/26/2023,2016.54,2029.66,1961.24,2027.19,"2,525,071,806.13"
2/23/2023,2078.48,2078.48,2014.6,2022.64,"2,522,713,153.88"
2/22/2023,2049.65,2084.04,2048.11,2080.38,"1,803,282,180.68"
2/20/2023,2069.67,2069.78,2040.18,2046.81,"1,947,623,993.42"
2/16/2023,2090.49,2099.43,2066.78,2070.41,"1,684,942,096.45"
2/15/2023,2105.03,2117.84,2086.78,2091.56,"1,732,575,202.79"
2/14/2023,2122.41,2122.56,2100.57,2105.46,"1,787,016,372.71"
2/12/2023,2181.2,2181.2,2117.67,2121.75,"3,047,739,812.93"
2/9/2023,2171.17,2183.75,2153.31,2182.61,"2,062,058,749.14"
2/8/2023,2181.62,2213.89,2161,2170.21,"3,691,972,817.15"
2/7/2023,2100.12,2177.75,2099.03,2177.34,"3,362,267,078.75"
2/6/2023,2096.32,2102.7,2087.2,2100.7,"1,474,161,645.60"
2/5/2023,2096.7,2118.27,2087.69,2096.08,"1,931,719,103.93"
2/2/2023,2118.56,2126.14,2090.14,2094.54,"2,096,419,161.88"
2/1/2023,2111.44,2124.3,2104.48,2116.65,"1,767,051,916.00"
1/31/2023,2130.29,2136.44,2107.77,2111.68,"2,824,540,406.61"
1/30/2023,2166.31,2174.66,2124.83,2127.52,"3,302,201,825.93"
1/29/2023,2185.46,2192.85,2163.89,2168.53,"3,017,063,956.47"
1/26/2023,2186.5,2201.64,2177.99,2183.21,"2,860,082,839.03"
1/25/2023,2175.67,2199.93,2175.13,2183.62,"3,466,508,338.64"
1/24/2023,2166.05,2173.24,2139.89,2173.25,"3,003,230,039.44"
1/23/2023,2184.77,2203.13,2162.83,2165.1,"3,864,008,973.69"
1/19/2023,2175.3,2192.71,2163.14,2178.81,"3,044,529,329.67"
1/18/2023,2185.73,2214.78,2166.35,2173.1,"4,928,714,602.65"
1/17/2023,2152.05,2187.79,2136.38,2182.11,"3,724,794,587.76"
