,0
517,1241.3266900704675
518,1246.2190081998717
519,1244.2380695707877
520,1241.5367896220368
521,1249.6306247277385
522,1240.806443561819
523,1227.179986931454
524,1216.6149809096732
525,1224.048503139013
526,1221.147128379244
527,1220.6669008327995
528,1206.9604062780268
529,1222.2176356181933
530,1224.0785173606662
531,1204.3191547725817
532,1192.543575144138
533,1207.9608803331196
534,1208.5711695067264
535,1203.6188229340164
536,1195.7550968609862
537,1189.6422003843688
538,1181.8385027546444
539,1183.6793750160152
540,1181.6284032030749
541,1166.251116976297
542,1159.4078744394617
543,1161.1587040358743
544,1158.7275520819985
545,1147.942441768097
546,1129.953918257527
547,1132.6451934657268
548,1140.6389811659192
549,1117.608068417681
550,1120.7995806534273
551,1131.0744491992311
552,1143.5003369634849
553,1140.4789053171041
554,1140.8991044202435
555,1148.8828873798846
556,1167.211572069186
557,1182.7889531069825
558,1167.951922869955
559,1162.309249199231
560,1165.9909937219727
561,1197.9361303010887
562,1192.283451889814
563,1185.78037053171
564,1216.2548102498397
565,1214.824132351057
566,1204.3591737347854
567,1186.9709346572708
568,1185.5802757206918
569,1180.1376968609864
570,1177.9166444586801
571,1170.3830748238308
572,1177.5364643177447
573,1177.5364643177447
574,1179.0271706598332
575,1181.198199359385
576,1182.728924663677
577,1180.6479386290837
578,1198.776528507367
579,1190.332527482383
580,1190.3425322229339
581,1175.3454261370916
582,1164.2201546444585
583,1167.801851761691
584,1171.9338096092247
585,1171.013373478539
586,1162.599386675208
587,1164.5703205637412
588,1160.1882442024341
589,1161.9991022421523
590,1160.2282631646378
591,1152.634665086483
592,1143.2302089686095
593,1146.8819392696987
594,1138.938175272261
595,1138.267857655349
596,1126.1020931454195
597,1130.9643970531708
598,1129.5037049327352
599,1119.829120819987
600,1117.3379404228058
601,1109.9044181934655
602,1102.9811377322228
603,1128.6132830237027
604,1113.2359967969248
605,1114.8367552850734
606,1102.0807110826393
607,1109.404181165919
608,1103.2812799487508
609,1107.8934653427289
610,1100.58
611,1102.8010524023061
612,1112.085451633568
613,1126.9324866111465
614,1129.1535390134527
615,1148.3426313901343
616,1157.506973734785
617,1149.2930817424726
618,1155.8361820627802
619,1160.7084907110823
620,1155.3759639974376
621,1148.2625934657267
622,1140.9791423446507
623,1134.2959756566304
624,1138.5079714285712
625,1140.3388389493914
626,1141.6494599615628
627,1145.60133247918
628,1142.2997680973733
629,1153.5450964766176
630,1163.3697516976297
631,1165.5107661755283
632,1164.600334785394
633,1183.1291142857142
634,1191.453058424087
635,1181.3882894298526
636,1183.9595077514412
637,1183.8894745675848
638,1187.4011385009608
639,1212.0228049967968
640,1216.79506623959
641,1232.222376169122
642,1264.477659705317
643,1256.313791415759
644,1264.8178208840484
645,1279.3847231262012
646,1293.4914073030109
647,1318.1731022421525
648,1310.3794093529787
649,1298.523791800128
650,1293.4313788597053
651,1277.713931454196
652,1298.073578475336
653,1301.1150196028186
654,1297.2932087123636
655,1291.8406251121073
656,1295.7124597053169
