,layers,rmse,mape,R,elapsed_time
0,[10],239.4264949063739,11.642653303878241,0.8505636340734132,5.316877746582032
1,[30],231.93999510870216,10.456731673574708,0.8328254722218027,5.084384727478027
2,[50],179.08687590881814,9.086589068610285,0.9475415916627604,6.400316953659058
