,0,1,2,3,4
0,294.3655225038199,256.34720397833127,171.80565478966554,253.03482055049074,238.05218165355527
1,190.25235204398385,196.72604430198191,249.48322731879486,224.32878281811506,182.65987396591578
2,151.59970611866513,192.37402252161226,232.4596632949105,192.96480253793135,179.03254821719364
