,layers,rmse,mape,R,elapsed_time
0,[8],402.731322121362,17.45584369678043,0.2062988272626923,4.403379519780477
1,[16],399.2782119658835,17.38238171490107,0.27290801279226745,2.6169426441192627
2,[32],464.44829177007097,20.44841116780299,-0.16285594096021283,2.95963978767395
3,[64],519.7011514961614,21.32252385387436,-0.2736919589065299,2.796968936920166
