,layers,rmse,mape,R,elapsed_time
0,[10],293.30882559885345,10.946174059340006,0.9955675148587371,16.88982653617859
1,[30],238.33486489884294,9.950816321497387,0.9973668274938529,15.787776708602905
2,[50],164.62690632385028,8.142005940484747,0.997240807841451,26.887086629867554
