,layers,rmse,mape,R,elapsed_time
0,[10],46.01474218988522,1.9227120347275255,0.044891240231733624,2.446635370616107
1,[30],59.05716735319161,2.5391355668399265,0.03613368177244141,2.4444089347673903
2,[50],24.02000957438203,1.1689888010536993,0.008512377839619174,2.937582765509878
