,layers,rmse,mape,R,elapsed_time
0,[10],76.18122217444547,3.242288195874977,0.7790999075432442,7.893886566162109
1,[30],41.43325596239628,1.614574486088084,0.8490541240098604,7.283513069152832
2,[50],63.39231139476811,2.976342002832443,0.9600841701917269,14.125218629837036
