,0
0,112.55075877658962
1,110.65515028920854
2,111.15614621796888
3,128.87253509071476
4,63.39231139476811
5,110.44590092745317
6,137.79563351276397
7,106.38890670500226
8,105.54507466107444
9,88.9565033539864
10,128.81357794255814
11,90.9979490281369
12,75.01836222165399
13,76.49214591794303
14,99.05254387341067
15,111.81159042557114
16,164.62690632385028
17,135.30727072175299
18,128.51621517146512
19,105.22714108598444
20,146.9842978109276
21,143.96260131496538
22,112.20283440473887
23,75.39650060077929
24,115.8202619402646
25,92.75421187090016
26,77.29752093471907
27,77.99753810273063
28,120.21128656339474
29,120.80618712954414
